HPSA Name,Designation Type,HPSA Score,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,Common County Name,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State Name,County Equivalent Name,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Provider Ratio Goal,HPSA Shortage,Region Alias
Hughes County,High Needs Geographic HPSA,13,Proposed For Withdrawal,1999-08-24,2021-09-07,1.9,12122.0,22.3,6380:1,Rural,"Hughes County, OK",Region 6,OK,40063,Oklahoma,Hughes,5700.0,6422.0,3000:1,2.14,South Central
Morgan County,Geographic HPSA,13,Designated,2022-07-26,2022-07-26,0.9,11637.0,2.7,12930:1,Rural,"Morgan County, UT",Region 8,UT,49029,Utah,Morgan,3150.0,8487.0,3500:1,2.42,Rocky Mountains
Tooele County,Geographic HPSA,7,Designated,2016-10-14,2021-08-02,17.95,66808.0,6.2,3722:1,Rural,"Tooele County, UT",Region 8,UT,49045,Utah,Tooele,62825.0,3983.0,3500:1,1.14,Rocky Mountains
Kane County,Geographic HPSA,10,Proposed For Withdrawal,2017-03-14,2021-11-22,2.0,7122.0,8.5,3561:1,Rural,"Kane County, UT",Region 8,UT,49025,Utah,Kane,7000.0,122.0,3500:1,0.37,Rocky Mountains
Rich County,Geographic HPSA,14,Designated,1978-05-24,2021-09-07,0.0,2384.0,12.4,,Rural,"Rich County, UT",Region 8,UT,49033,Utah,Rich,0.0,2384.0,3500:1,0.68,Rocky Mountains
Daggett County,Geographic HPSA,7,Designated,1978-05-24,2022-03-18,0.0,517.0,3.4,,Rural,"Daggett County, UT",Region 8,UT,49009,Utah,Daggett,0.0,517.0,3500:1,0.15,Rocky Mountains
Beaver County,Geographic HPSA,12,Proposed For Withdrawal,2018-08-24,2021-09-10,1.4,6353.0,11.7,4538:1,Rural,"Beaver County, UT",Region 8,UT,49001,Utah,Beaver,4900.0,1453.0,3500:1,0.42,Rocky Mountains
Box Elder County,Geographic HPSA,9,Proposed For Withdrawal,2017-10-03,2021-09-10,13.66,53139.0,9.5,3890:1,Partially Rural,"Box Elder County, UT",Region 8,UT,49003,Utah,Box Elder,47810.0,5329.0,3500:1,1.52,Rocky Mountains
Emery County,Geographic HPSA,15,Designated,1996-09-30,2021-09-10,0.2,10047.0,11.6,50235:1,Rural,"Emery County, UT",Region 8,UT,49015,Utah,Emery,700.0,9347.0,3500:1,2.67,Rocky Mountains
Sherman County,Geographic HPSA,15,Designated,1981-04-10,2021-09-10,0.0,3022.0,14.8,,Rural,"Sherman County, TX",Region 6,TX,48421,Texas,Sherman,0.0,3022.0,3500:1,0.86,South Central
Fisher County,Geographic HPSA,12,Designated,2013-09-12,2021-09-10,1.0,3820.0,15.0,3820:1,Rural,"Fisher County, TX",Region 6,TX,48151,Texas,Fisher,3500.0,320.0,3500:1,0.09,South Central
Falls County,High Needs Geographic HPSA,14,Designated,2018-04-15,2021-09-10,2.0,15536.0,26.4,7768:1,Rural,"Falls County, TX",Region 6,TX,48145,Texas,Falls,6000.0,9536.0,3000:1,3.18,South Central
Hardin County,Geographic HPSA,16,Designated,2018-10-26,2021-09-10,4.16,56068.0,12.0,13478:1,Non-Rural,"Hardin County, TX",Region 6,TX,48199,Texas,Hardin,14560.0,41508.0,3500:1,11.86,South Central
Wilson County,Geographic HPSA,14,Designated,2022-09-01,2022-09-01,7.5,48484.0,9.5,6465:1,Rural,"Wilson County, TX",Region 6,TX,48493,Texas,Wilson,26250.0,22234.0,3500:1,6.35,South Central
Caldwell County,Geographic HPSA,8,Designated,2018-04-15,2021-08-25,10.5,39956.0,18.8,3805:1,Non-Rural,"Caldwell County, TX",Region 6,TX,48055,Texas,Caldwell,36750.0,3206.0,3500:1,0.92,South Central
San Saba County,Geographic HPSA,13,Designated,1978-06-14,2021-09-10,1.0,5308.0,13.9,5308:1,Rural,"San Saba County, TX",Region 6,TX,48411,Texas,San Saba,3500.0,1808.0,3500:1,0.52,South Central
Uvalde County,Geographic HPSA,14,Designated,2021-05-10,2023-04-10,6.025,26364.0,20.9,4376:1,Rural,"Uvalde County, TX",Region 6,TX,48463,Texas,Uvalde,21088.0,5276.0,3500:1,1.505,South Central
Juniata County,Geographic HPSA,9,Proposed For Withdrawal,2006-01-17,2021-09-10,3.3,24452.0,12.3,7410:1,Rural,"Juniata County, PA",Region 3,PA,42067,Pennsylvania,Juniata,11550.0,12902.0,3500:1,3.69,Mid Atlantic
Van Wert County,Geographic HPSA,5,Proposed For Withdrawal,2016-06-24,2021-10-28,7.33,28095.0,13.3,3833:1,Rural,"Van Wert County, OH",Region 5,OH,39161,Ohio,Van Wert,25655.0,2440.0,3500:1,0.7,Great Lakes
Hardin County,Geographic HPSA,7,Designated,1982-06-25,2021-09-08,7.45,29003.0,13.8,3893:1,Rural,"Hardin County, OH",Region 5,OH,39065,Ohio,Hardin,26075.0,2928.0,3500:1,0.84,Great Lakes
Pickaway County,High Needs Geographic HPSA,4,Designated,2015-07-14,2021-09-08,16.65,53003.0,12.1,3183:1,Partially Rural,"Pickaway County, OH",Region 5,OH,39129,Ohio,Pickaway,49950.0,3053.0,3000:1,1.02,Great Lakes
Monroe County,Geographic HPSA,12,Designated,2013-08-14,2021-09-08,2.275,13777.0,17.1,6056:1,Rural,"Monroe County, OH",Region 5,OH,39111,Ohio,Monroe,7962.0,5815.0,3500:1,1.665,Great Lakes
Storey County,Geographic HPSA,15,Designated,1978-04-27,2021-09-10,0.0,3970.0,8.1,,Rural,"Storey County, NV",Region 9,NV,32029,Nevada,Storey,0.0,3970.0,3500:1,1.13,South Far West
Lawrence County,High Needs Geographic HPSA,12,Designated,1979-06-13,2021-09-10,3.35,12613.0,18.6,3765:1,Rural,"Lawrence County, MS",Region 4,MS,28077,Mississippi,Lawrence,10050.0,2563.0,3000:1,0.85,Southeast
Clarke County,High Needs Geographic HPSA,16,Proposed For Withdrawal,1981-09-08,2021-08-30,4.43,16408.0,24.1,3704:1,Rural,"Clarke County, MS",Region 4,MS,28023,Mississippi,Clarke,13290.0,3118.0,3000:1,1.04,Southeast
Sunflower County,High Needs Geographic HPSA,19,Designated,1979-06-13,2021-08-30,5.13,21868.0,31.7,4263:1,Rural,"Sunflower County, MS",Region 4,MS,28133,Mississippi,Sunflower,15390.0,6478.0,3000:1,2.16,Southeast
Claiborne County,High Needs Geographic HPSA,18,Designated,1978-06-28,2021-09-10,1.8,8329.0,41.0,4627:1,Rural,"Claiborne County, MS",Region 4,MS,28021,Mississippi,Claiborne,5400.0,2929.0,3000:1,0.98,Southeast
Bolivar County,High Needs Geographic HPSA,17,Proposed For Withdrawal,2016-12-21,2021-09-10,8.99,32181.0,34.7,3580:1,Rural,"Bolivar County, MS",Region 4,MS,28011,Mississippi,Bolivar,26970.0,5211.0,3000:1,1.74,Southeast
Neshoba County,High Needs Geographic HPSA,10,Designated,2022-02-11,2022-02-11,8.78,28804.0,25.6,3281:1,Rural,"Neshoba County, MS",Region 4,MS,28099,Mississippi,Neshoba,26340.0,2464.0,3000:1,0.82,Southeast
Noxubee County,High Needs Geographic HPSA,17,Proposed For Withdrawal,1979-06-13,2021-09-10,2.4,10972.0,35.0,4572:1,Rural,"Noxubee County, MS",Region 4,MS,28103,Mississippi,Noxubee,7200.0,3772.0,3000:1,1.26,Southeast
Leake County,High Needs Geographic HPSA,20,Proposed For Withdrawal,1979-06-13,2021-09-10,1.9,22189.0,27.1,11678:1,Rural,"Leake County, MS",Region 4,MS,28079,Mississippi,Leake,5700.0,16489.0,3000:1,5.5,Southeast
Tippah County,High Needs Geographic HPSA,21,Proposed For Withdrawal,1979-06-13,2021-09-10,1.38,21713.0,24.9,15734:1,Rural,"Tippah County, MS",Region 4,MS,28139,Mississippi,Tippah,4140.0,17573.0,3000:1,5.86,Southeast
Kemper County,High Needs Geographic HPSA,18,Designated,2021-12-30,2021-12-30,2.0,9040.0,28.5,4520:1,Rural,"Kemper County, MS",Region 4,MS,28069,Mississippi,Kemper,6000.0,3040.0,3000:1,1.01,Southeast
Newton County,High Needs Geographic HPSA,13,Designated,2022-04-15,2022-04-15,6.15,20702.0,25.6,3366:1,Rural,"Newton County, MS",Region 4,MS,28101,Mississippi,Newton,18450.0,2252.0,3000:1,0.75,Southeast
Covington County,High Needs Geographic HPSA,17,Proposed For Withdrawal,1978-08-04,2021-09-08,4.6,19199.0,28.3,4174:1,Rural,"Covington County, MS",Region 4,MS,28031,Mississippi,Covington,13800.0,5399.0,3000:1,1.8,Southeast
Hancock County,Geographic HPSA,9,Proposed For Withdrawal,2004-06-14,2021-09-08,10.79,44775.0,19.8,4150:1,Non-Rural,"Hancock County, MS",Region 4,MS,28045,Mississippi,Hancock,37765.0,7010.0,3500:1,2.0,Southeast
Clay County,High Needs Geographic HPSA,14,Proposed For Withdrawal,1978-07-07,2021-09-10,6.3,19829.0,26.0,3147:1,Rural,"Clay County, MS",Region 4,MS,28025,Mississippi,Clay,18900.0,929.0,3000:1,0.31,Southeast
Scott County,High Needs Geographic HPSA,12,Designated,1978-06-30,2021-09-10,7.85,27972.0,25.5,3563:1,Rural,"Scott County, MS",Region 4,MS,28123,Mississippi,Scott,23550.0,4422.0,3000:1,1.47,Southeast
Quitman County,High Needs Geographic HPSA,23,Designated,2022-04-25,2022-04-25,0.5,7013.0,35.6,14026:1,Rural,"Quitman County, MS",Region 4,MS,28119,Mississippi,Quitman,1500.0,5513.0,3000:1,1.84,Southeast
Benton County,High Needs Geographic HPSA,13,Designated,1979-06-13,2021-09-10,2.0,8156.0,20.2,4078:1,Rural,"Benton County, MS",Region 4,MS,28009,Mississippi,Benton,6000.0,2156.0,3000:1,0.72,Southeast
Fillmore County,Geographic HPSA,10,Designated,2017-05-01,2021-09-08,2.9,20493.0,10.7,7067:1,Rural,"Fillmore County, MN",Region 5,MN,27045,Minnesota,Fillmore,10150.0,10343.0,3500:1,2.96,Great Lakes
Le Sueur County,Geographic HPSA,13,Designated,2021-12-10,2021-12-10,3.275,27986.0,8.5,8545:1,Rural,"Le Sueur County, MN",Region 5,MN,27079,Minnesota,Le Sueur,11462.0,16524.0,3500:1,4.725,Great Lakes
Barry County,Geographic HPSA,9,Proposed For Withdrawal,2015-10-20,2021-09-10,13.65,58346.0,11.2,4274:1,Rural,"Barry County, MI",Region 5,MI,26015,Michigan,Barry,47775.0,10571.0,3500:1,3.02,Great Lakes
Clare County,High Needs Geographic HPSA,11,Designated,1996-07-12,2021-07-28,8.5,30243.0,22.7,3558:1,Rural,"Clare County, MI",Region 5,MI,26035,Michigan,Clare,25500.0,4743.0,3000:1,1.58,Great Lakes
Hamilton County,Geographic HPSA,13,Proposed For Withdrawal,2000-12-08,2021-09-10,0.0,2567.0,10.9,,Rural,"Hamilton County, KS",Region 7,KS,20075,Kansas,Hamilton,0.0,2567.0,3500:1,0.73,Northern Plains
Lake County,Geographic HPSA,11,Designated,2021-12-23,2021-12-23,2.35,10356.0,8.7,4407:1,Rural,"Lake County, MN",Region 5,MN,27075,Minnesota,Lake,8225.0,2131.0,3500:1,0.61,Great Lakes
Winona County,Geographic HPSA,9,Designated,2019-05-13,2021-09-02,9.95,47085.0,12.9,4732:1,Rural,"Winona County, MN",Region 5,MN,27169,Minnesota,Winona,34825.0,12260.0,3500:1,3.5,Great Lakes
Norman County,Geographic HPSA,15,Designated,1990-11-06,2021-09-08,0.0,6351.0,8.8,,Rural,"Norman County, MN",Region 5,MN,27107,Minnesota,Norman,0.0,6351.0,3500:1,1.81,Great Lakes
Jackson County - Rational Service Area 22,Geographic HPSA,11,Proposed For Withdrawal,2000-12-08,2021-09-10,1.45,10097.0,11.0,6963:1,Rural,"Jackson County, MN",Region 5,MN,27063,Minnesota,Jackson,5075.0,5022.0,3500:1,1.43,Great Lakes
Presque Isle County,Geographic HPSA,14,Designated,2012-12-17,2021-07-30,0.725,12544.0,13.0,17302:1,Rural,"Presque Isle County, MI",Region 5,MI,26141,Michigan,Presque Isle,2538.0,10006.0,3500:1,2.855,Great Lakes
Gladwin County,Geographic HPSA,12,Designated,2022-01-03,2022-01-03,4.775,24944.0,16.9,5224:1,Rural,"Gladwin County, MI",Region 5,MI,26051,Michigan,Gladwin,16712.0,8232.0,3500:1,2.355,Great Lakes
Ida County,Geographic HPSA,7,Proposed For Withdrawal,2011-12-23,2021-09-10,1.78,6899.0,13.8,3876:1,Rural,"Ida County, IA",Region 7,IA,19093,Iowa,Ida,6230.0,669.0,3500:1,0.19,Northern Plains
Buena Vista County,Geographic HPSA,9,Proposed For Withdrawal,2017-01-26,2021-09-10,4.3,19326.0,12.0,4494:1,Rural,"Buena Vista County, IA",Region 7,IA,19021,Iowa,Buena Vista,15050.0,4276.0,3500:1,2.14,Northern Plains
Mitchell County,Geographic HPSA,10,Proposed For Withdrawal,2018-04-13,2021-09-10,2.05,10483.0,11.0,5114:1,Rural,"Mitchell County, IA",Region 7,IA,19131,Iowa,Mitchell,7175.0,3308.0,3500:1,0.95,Northern Plains
Lucas County,Geographic HPSA,12,Proposed For Withdrawal,2013-09-25,2021-09-10,1.95,8641.0,15.5,4431:1,Rural,"Lucas County, IA",Region 7,IA,19117,Iowa,Lucas,6825.0,1816.0,3500:1,0.52,Northern Plains
Jackson County,Geographic HPSA,8,Designated,2018-08-13,2021-09-09,4.7,19092.0,13.0,4062:1,Rural,"Jackson County, IA",Region 7,IA,19097,Iowa,Jackson,16450.0,2642.0,3500:1,0.75,Northern Plains
Ohio County,Geographic HPSA,10,Proposed For Withdrawal,2012-04-12,2021-09-10,1.0,5934.0,8.4,5934:1,Rural,"Ohio County, IN",Region 5,IN,18115,Indiana,Ohio,3500.0,2434.0,3500:1,0.7,Great Lakes
Mercer County,Geographic HPSA,12,Designated,2022-04-15,2022-04-15,0.0,3586.0,10.0,,Rural,"Mercer County, MO",Region 7,MO,29129,Missouri,Mercer,0.0,3586.0,3500:1,1.02,Northern Plains
Clinton County,Geographic HPSA,12,Designated,2022-05-24,2022-05-24,4.7,19861.0,8.8,4226:1,Rural,"Clinton County, MO",Region 7,MO,29049,Missouri,Clinton,16450.0,3411.0,3500:1,0.97,Northern Plains
DeKalb/Andrew Counties,Geographic HPSA,10,Designated,2022-02-03,2022-02-03,5.905,26442.0,9.3,4478:1,Non-Rural,"Andrew County, MO",Region 7,MO,29003,Missouri,Andrew,20668.0,5774.0,3500:1,1.645,Northern Plains
DeKalb/Andrew Counties,Geographic HPSA,10,Designated,2022-02-03,2022-02-03,5.905,26442.0,9.3,4478:1,Rural,"DeKalb County, MO",Region 7,MO,29063,Missouri,DeKalb,20668.0,5774.0,3500:1,1.645,Northern Plains
Pennington County,Geographic HPSA,13,Designated,2021-09-02,2021-09-02,2.025,13961.0,10.9,6894:1,Rural,"Pennington County, MN",Region 5,MN,27113,Minnesota,Pennington,7088.0,6873.0,3500:1,1.965,Great Lakes
Lake of the Woods County,Geographic HPSA,13,Designated,2014-07-24,2021-09-08,0.5,3713.0,10.7,7426:1,Rural,"Lake of the Woods County, MN",Region 5,MN,27077,Minnesota,Lake of the Woods,1750.0,1963.0,3500:1,0.56,Great Lakes
Oceana County,Geographic HPSA,17,Proposed For Withdrawal,1992-12-17,2021-09-10,4.78,26027.0,20.3,5445:1,Rural,"Oceana County, MI",Region 5,MI,26127,Michigan,Oceana,16730.0,9297.0,3500:1,2.66,Great Lakes
Livingston Parish,Geographic HPSA,14,Designated,1979-10-01,2021-07-02,22.0,137657.0,12.4,6257:1,Partially Rural,"Livingston Parish, LA",Region 6,LA,22063,Louisiana,Livingston,77000.0,60657.0,3500:1,17.33,South Central
Ida County,Geographic HPSA,9,Proposed For Withdrawal,2022-07-18,2023-04-10,1.55,6741.0,9.6,4349:1,Rural,"Ida County, IA",Region 7,IA,19093,Iowa,Ida,5425.0,1316.0,3500:1,0.38,Northern Plains
Chickasaw County,Geographic HPSA,11,Designated,2022-05-12,2022-05-12,2.0,11846.0,6.6,5923:1,Rural,"Chickasaw County, IA",Region 7,IA,19037,Iowa,Chickasaw,7000.0,4846.0,3500:1,1.38,Northern Plains
Clayton County,Geographic HPSA,6,Proposed For Withdrawal,2018-08-31,2022-07-26,4.9,17292.0,11.5,3529:1,Rural,"Clayton County, IA",Region 7,IA,19043,Iowa,Clayton,17150.0,142.0,3500:1,0.04,Northern Plains
Buchanan County,Geographic HPSA,8,Designated,2022-07-20,2022-07-20,4.9,20845.0,8.6,4254:1,Rural,"Buchanan County, IA",Region 7,IA,19019,Iowa,Buchanan,17150.0,3695.0,3500:1,1.06,Northern Plains
Pocahontas County,Geographic HPSA,8,Proposed For Withdrawal,2001-09-27,2022-07-20,1.7,6641.0,10.7,3906:1,Rural,"Pocahontas County, IA",Region 7,IA,19151,Iowa,Pocahontas,5950.0,691.0,3500:1,0.2,Northern Plains
Adair County,Geographic HPSA,10,Designated,2022-07-20,2022-07-20,0.7,6933.0,10.8,9904:1,Rural,"Adair County, IA",Region 7,IA,19001,Iowa,Adair,2450.0,4483.0,3500:1,1.28,Northern Plains
Benton County,Geographic HPSA,11,Proposed For Withdrawal,1994-12-30,2021-09-10,0.8,25604.0,8.6,32005:1,Rural,"Benton County, IA",Region 7,IA,19011,Iowa,Benton,2800.0,22804.0,3500:1,6.52,Northern Plains
Fayette County,Geographic HPSA,8,Proposed For Withdrawal,2013-04-05,2022-07-20,4.1,19132.0,11.3,4666:1,Rural,"Fayette County, IA",Region 7,IA,19065,Iowa,Fayette,14350.0,4782.0,3500:1,1.37,Northern Plains
Lyon County,Geographic HPSA,6,Proposed For Withdrawal,2001-09-27,2021-09-10,3.0,11509.0,7.8,3836:1,Rural,"Lyon County, IA",Region 7,IA,19119,Iowa,Lyon,10500.0,1009.0,3500:1,0.29,Northern Plains
Louisa County,Geographic HPSA,12,Designated,2022-07-18,2022-07-18,0.3,11039.0,10.1,36797:1,Rural,"Louisa County, IA",Region 7,IA,19115,Iowa,Louisa,1050.0,9989.0,3500:1,2.85,Northern Plains
Cedar County,Geographic HPSA,9,Proposed For Withdrawal,2009-02-24,2021-09-10,3.0,18165.0,8.0,6055:1,Rural,"Cedar County, IA",Region 7,IA,19031,Iowa,Cedar,10500.0,7665.0,3500:1,2.19,Northern Plains
Calhoun County,Geographic HPSA,10,Designated,2020-08-28,2021-09-10,1.7,9016.0,12.5,5304:1,Rural,"Calhoun County, IA",Region 7,IA,19025,Iowa,Calhoun,5950.0,3066.0,3500:1,0.88,Northern Plains
Poweshiek County,Geographic HPSA,7,Designated,2022-02-18,2022-02-18,4.625,16670.0,9.9,3604:1,Rural,"Poweshiek County, IA",Region 7,IA,19157,Iowa,Poweshiek,16188.0,482.0,3500:1,0.135,Northern Plains
PaloAlto2015,Geographic HPSA,10,Proposed For Withdrawal,2015-12-14,2021-09-10,1.0,8902.0,9.9,8902:1,Rural,"Palo Alto County, IA",Region 7,IA,19147,Iowa,Palo Alto,3500.0,5402.0,3500:1,1.54,Northern Plains
Audubon County,Geographic HPSA,9,Proposed For Withdrawal,2017-12-27,2021-09-10,1.0,5731.0,9.3,5731:1,Rural,"Audubon County, IA",Region 7,IA,19009,Iowa,Audubon,3500.0,2231.0,3500:1,0.64,Northern Plains
Chenango County,Geographic HPSA,7,Designated,2021-12-22,2021-12-22,12.1,47050.0,13.5,3888:1,Rural,"Chenango County, NY",Region 2,NY,36017,New York,Chenango,42350.0,4700.0,3500:1,1.34,Northeast Corridor
Yates County,Geographic HPSA,6,Designated,2023-06-02,2023-06-02,5.95,23775.0,13.5,3996:1,Rural,"Yates County, NY",Region 2,NY,36123,New York,Yates,20825.0,2950.0,3500:1,0.84,Northeast Corridor
Lincoln County,Geographic HPSA,16,Designated,2001-11-08,2021-09-10,0.43,4604.0,5.5,10707:1,Rural,"Lincoln County, NV",Region 9,NV,32017,Nevada,Lincoln,1505.0,3099.0,3500:1,0.89,South Far West
Lander County,Geographic HPSA,19,Designated,1978-04-27,2021-09-10,0.38,5596.0,9.7,14726:1,Rural,"Lander County, NV",Region 9,NV,32015,Nevada,Lander,1330.0,4266.0,3500:1,1.22,South Far West
Watonwan County,Geographic HPSA,9,Designated,2019-09-06,2021-09-10,1.65,10836.0,13.3,6567:1,Rural,"Watonwan County, MN",Region 5,MN,27165,Minnesota,Watonwan,5775.0,5061.0,3500:1,1.45,Great Lakes
Traverse County,Geographic HPSA,15,Designated,2021-12-23,2021-12-23,0.0,3225.0,9.8,,Rural,"Traverse County, MN",Region 5,MN,27155,Minnesota,Traverse,0.0,3225.0,3500:1,0.92,Great Lakes
RSA 2 Becker County,Geographic HPSA,13,Designated,2021-09-09,2021-09-09,5.125,33430.0,11.0,6523:1,Rural,"Becker County, MN",Region 5,MN,27005,Minnesota,Becker,17938.0,15492.0,3500:1,4.425,Great Lakes
Plaquemines Parish,Geographic HPSA,7,Designated,2022-03-03,2022-03-03,5.9,23005.0,18.2,3899:1,Partially Rural,"Plaquemines Parish, LA",Region 6,LA,22075,Louisiana,Plaquemines,20650.0,2355.0,3500:1,0.67,South Central
St. Bernard Parish,Geographic HPSA,12,Proposed For Withdrawal,2017-11-24,2021-09-10,6.75,40719.0,17.1,6032:1,Non-Rural,"St. Bernard Parish, LA",Region 6,LA,22087,Louisiana,St. Bernard,23625.0,17094.0,3500:1,4.88,South Central
Allen Parish,Geographic HPSA,11,Designated,2004-11-10,2021-09-10,4.61,21022.0,14.5,4560:1,Rural,"Allen Parish, LA",Region 6,LA,22003,Louisiana,Allen,16135.0,4887.0,3500:1,1.4,South Central
Webster Parish,Geographic HPSA,14,Proposed For Withdrawal,2018-09-20,2021-09-10,10.87,39307.0,24.6,3616:1,Rural,"Webster Parish, LA",Region 6,LA,22119,Louisiana,Webster,38045.0,1262.0,3500:1,0.36,South Central
East Feliciana Parish,Geographic HPSA,14,Proposed For Withdrawal,2017-10-26,2021-09-10,3.85,17595.0,18.1,4570:1,Rural,"East Feliciana Parish, LA",Region 6,LA,22037,Louisiana,East Feliciana,13475.0,4120.0,3500:1,1.18,South Central
Sabine Parish,Geographic HPSA,18,Designated,2022-02-09,2022-02-09,1.8,23587.0,18.5,13104:1,Rural,"Sabine Parish, LA",Region 6,LA,22085,Louisiana,Sabine,6300.0,17287.0,3500:1,4.94,South Central
De Soto Parish,High Needs Geographic HPSA,16,Designated,1978-05-31,2021-09-10,4.4,27065.0,21.9,6151:1,Rural,"De Soto Parish, LA",Region 6,LA,22031,Louisiana,De Soto,13200.0,13865.0,3000:1,4.62,South Central
Jackson Parish,High Needs Geographic HPSA,16,Designated,2017-12-27,2021-09-10,2.375,14597.0,22.8,6146:1,Rural,"Jackson Parish, LA",Region 6,LA,22049,Louisiana,Jackson,7125.0,7472.0,3000:1,2.495,South Central
St. Mary Parish,High Needs Geographic HPSA,12,Proposed For Withdrawal,2019-04-23,2021-09-10,16.04,51973.0,21.6,3240:1,Rural,"St. Mary Parish, LA",Region 6,LA,22101,Louisiana,St. Mary,48120.0,3853.0,3000:1,1.28,South Central
Clarke County,Geographic HPSA,11,Proposed For Withdrawal,2018-12-31,2022-07-26,1.8,9115.0,12.9,5064:1,Rural,"Clarke County, IA",Region 7,IA,19039,Iowa,Clarke,6300.0,2815.0,3500:1,0.8,Northern Plains
Taylor County,Geographic HPSA,10,Designated,1989-10-31,2021-09-10,0.4,6036.0,10.0,15090:1,Rural,"Taylor County, IA",Region 7,IA,19173,Iowa,Taylor,1400.0,4636.0,3500:1,1.32,Northern Plains
Wallace County,Geographic HPSA,9,Designated,2013-11-19,2021-09-10,0.43,1549.0,9.4,3602:1,Rural,"Wallace County, KS",Region 7,KS,20199,Kansas,Wallace,1505.0,44.0,3500:1,0.01,Northern Plains
Marion County,Geographic HPSA,4,Designated,2018-08-31,2021-09-10,2.95,11178.0,8.6,3789:1,Rural,"Marion County, KS",Region 7,KS,20115,Kansas,Marion,10325.0,853.0,3500:1,0.24,Northern Plains
Gray County,Geographic HPSA,11,Designated,2002-09-19,2021-09-10,0.88,5954.0,5.6,6766:1,Rural,"Gray County, KS",Region 7,KS,20069,Kansas,Gray,3080.0,2874.0,3500:1,0.82,Northern Plains
Esmeralda County,Geographic HPSA,7,Designated,1978-04-27,2021-08-17,0.0,963.0,8.9,,Rural,"Esmeralda County, NV",Region 9,NV,32009,Nevada,Esmeralda,0.0,963.0,3500:1,0.28,South Far West
Woodson County,Geographic HPSA,6,Proposed For Withdrawal,2011-12-28,2021-09-10,0.8,3146.0,18.7,3933:1,Rural,"Woodson County, KS",Region 7,KS,20207,Kansas,Woodson,2800.0,346.0,3500:1,0.1,Northern Plains
Linn County,Geographic HPSA,11,Proposed For Withdrawal,1978-05-03,2021-09-10,1.3,9450.0,14.9,7269:1,Rural,"Linn County, KS",Region 7,KS,20107,Kansas,Linn,4550.0,4900.0,3500:1,1.4,Northern Plains
Chautauqua County,Geographic HPSA,14,Designated,1991-12-05,2021-09-10,0.2,3269.0,18.5,16345:1,Rural,"Chautauqua County, KS",Region 7,KS,20019,Kansas,Chautauqua,700.0,2569.0,3500:1,0.73,Northern Plains
Osage County,Geographic HPSA,13,Proposed For Withdrawal,1978-10-18,2021-09-10,2.9,15943.0,12.1,5498:1,Rural,"Osage County, KS",Region 7,KS,20139,Kansas,Osage,10150.0,5793.0,3500:1,1.66,Northern Plains
Neosho County,Geographic HPSA,15,Proposed For Withdrawal,2018-12-10,2021-09-10,2.53,15820.0,19.6,6253:1,Rural,"Neosho County, KS",Region 7,KS,20133,Kansas,Neosho,8855.0,6965.0,3500:1,1.99,Northern Plains
Haskell County,Geographic HPSA,6,Proposed For Withdrawal,2000-06-14,2021-09-10,1.05,4156.0,11.4,3958:1,Rural,"Haskell County, KS",Region 7,KS,20081,Kansas,Haskell,3675.0,481.0,3500:1,0.14,Northern Plains
