Year,Quarter,Facility ID,Facility Name,City,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,Meets criteria for promoting interoperability of EHRs,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,TE Group Measure Count,Count of Facility TE Measures,County,Common State County FIPS Code,Latitude,Longitude,County HPSA Status,Designation Type,HPSA Score,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,Rural Status,HPSA Provider Ratio Goal,HPSA Shortage
2016,Q4,10126,TROY REGIONAL MEDICAL CENTER,TROY,Alabama,36081,Acute Care Hospitals,Government - Federal,Yes,Y,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Pike County,01109,31.9,-85.9,Non-Shortage Area,,,,,,,,,
2016,Q4,10128,JACKSON MEDICAL CENTER,JACKSON,Alabama,36545,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the National average,Not Available,Same as the National average,Not Available,Same as the National average,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Clarke County,01025,31.53,-87.89,Shortage Area,High Needs Geographic HPSA,13.0,7.75,23628.0,23.2,3049:1,Rural,3000:1,0.13
2016,Q4,10129,NORTH BALDWIN INFIRMARY,BAY MINETTE,Alabama,36507,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the National average,Not Available,Below the National average,Same as the National average,Same as the National average,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Baldwin County,01003,30.88,-87.77,Non-Shortage Area,,,,,,,,,
2016,Q4,10130,ST VINCENT'S ST CLAIR,PELL CITY,Alabama,35125,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the National average,Same as the National average,Below the National average,Above the National average,Same as the National average,Above the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,St. Clair County,01115,33.63,-86.29,Shortage Area,High Needs Geographic HPSA,9.0,16.7,83101.0,16.0,4976:1,Partially Rural,3000:1,11.0
2016,Q4,10131,CRESTWOOD MEDICAL CENTER,HUNTSVILLE,Alabama,35801,Acute Care Hospitals,Proprietary,Yes,Y,3,Below the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Madison County,01089,34.73,-86.56,Non-Shortage Area,,,,,,,,,
2016,Q4,10138,HILL HOSPITAL OF SUMTER COUNTY,YORK,Alabama,36925,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Same as the National average,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Sumter County,01119,32.49,-88.29,Shortage Area,High Needs Geographic HPSA,23.0,0.8,11907.0,31.7,14884:1,Rural,3000:1,3.17
2016,Q4,10139,BROOKWOOD MEDICAL CENTER,BIRMINGHAM,Alabama,35209,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the National average,Same as the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Jefferson County,01073,33.47,-86.81,Non-Shortage Area,,,,,,,,,
2016,Q4,10144,SPRINGHILL MEMORIAL HOSPITAL,MOBILE,Alabama,36608,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Mobile County,01097,30.68,-88.3,Non-Shortage Area,,,,,,,,,
2016,Q4,10146,RMC JACKSONVILLE,JACKSONVILLE,Alabama,36265,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the National average,Not Available,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Calhoun County,01015,33.81,-85.76,Non-Shortage Area,,,,,,,,,
2016,Q4,10148,EVERGREEN MEDICAL CENTER,EVERGREEN,Alabama,36401,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Conecuh County,01035,31.43,-86.95,Shortage Area,High Needs Geographic HPSA,15.0,4.3,12928.0,32.9,3007:1,Rural,3000:1,0.01
2016,Q4,10149,BAPTIST MEDICAL CENTER EAST,MONTGOMERY,Alabama,36117,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,5,Same as the National average,Above the National average,Above the National average,Above the National average,Same as the National average,Below the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Montgomery County,01101,32.38,-86.15,Non-Shortage Area,,,,,,,,,
2016,Q4,10150,L V STABLER MEMORIAL HOSPITAL,GREENVILLE,Alabama,36037,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Butler County,01013,31.82,-86.62,Shortage Area,High Needs Geographic HPSA,13.0,6.15,19540.0,22.5,3177:1,Rural,3000:1,0.36
2016,Q4,10157,SHOALS HOSPITAL,MUSCLE SHOALS,Alabama,35661,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the National average,Same as the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Colbert County,01033,34.74,-87.64,Non-Shortage Area,,,,,,,,,
2016,Q4,10158,RUSSELLVILLE HOSPITAL,RUSSELLVILLE,Alabama,35653,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Franklin County,01059,34.5,-87.72,Shortage Area,High Needs Geographic HPSA,10.0,10.0,31191.0,22.2,3119:1,Rural,3000:1,0.4
2016,Q4,10164,COOSA VALLEY MEDICAL CENTER,SYLACAUGA,Alabama,35150,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Talladega County,01121,33.17,-86.26,Shortage Area,High Needs Geographic HPSA,13.0,22.17,84289.0,20.7,3802:1,Rural,3000:1,5.93
2016,Q4,10168,JACK HUGHSTON MEMORIAL HOSPITAL,PHENIX CITY,Alabama,36867,Acute Care Hospitals,Government - State,Yes,Y,4,Not Available,Above the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Russell County,01113,32.46,-85.01,Shortage Area,High Needs Geographic HPSA,20.0,5.5,56885.0,20.7,10343:1,Non-Rural,3000:1,13.46
2016,Q4,10169,ATMORE COMMUNITY HOSPITAL,ATMORE,Alabama,36502,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Above the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Escambia County,01053,31.02,-87.49,Shortage Area,High Needs Geographic HPSA,11.0,11.125,34089.0,22.1,3064:1,Rural,3000:1,0.235
2016,Q4,11300,WASHINGTON COUNTY HOSPITAL,CHATOM,Alabama,36518,Critical Access Hospitals,Proprietary,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Same as the National average,Above the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Washington County,01129,31.46,-88.25,Shortage Area,Geographic HPSA,19.0,2.65,16342.0,21.1,6167:1,Rural,3500:1,2.02
2016,Q4,11302,RED BAY HOSPITAL,RED BAY,Alabama,35582,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,Not Available,Same as the National average,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Franklin County,01059,34.43,-88.13,Shortage Area,High Needs Geographic HPSA,10.0,10.0,31191.0,22.2,3119:1,Rural,3000:1,0.4
2016,Q4,11304,CHOCTAW GENERAL HOSPITAL,BUTLER,Alabama,36904,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Choctaw County,01023,32.08,-88.22,Shortage Area,High Needs Geographic HPSA,15.0,3.6,12712.0,23.3,3531:1,Rural,3000:1,0.64
2016,Q4,11305,ST VINCENTS BLOUNT,ONEONTA,Alabama,35121,Critical Access Hospitals,Voluntary non-profit - Private,No,Y,3,Same as the National average,Not Available,Same as the National average,Above the National average,Same as the National average,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Blount County,01009,33.95,-86.47,Shortage Area,Geographic HPSA,7.0,15.125,57108.0,13.5,3776:1,Partially Rural,3500:1,1.195
2016,Q4,13300,CHILDREN'S HOSPITAL OF ALABAMA,BIRMINGHAM,Alabama,35233,Childrens,Voluntary non-profit - Private,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Jefferson County,01073,33.52,-86.79,Non-Shortage Area,,,,,,,,,
2016,Q4,13301,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,MOBILE,Alabama,36604,Childrens,Government - State,Yes,Y,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,,,,,,,,Mobile County,01097,30.68,-88.07,Non-Shortage Area,,,,,,,,,
2016,Q4,190002,LAFAYETTE GENERAL MEDICAL CENTER,LAFAYETTE,Louisiana,70503,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the National average,Below the National average,Below the National average,Above the National average,Same as the National average,Same as the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.21,-92.02,Non-Shortage Area,,,,,,,,,
2016,Q4,190003,DAUTERIVE HOSPITAL,NEW IBERIA,Louisiana,70563,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the National average,Same as the National average,Same as the National average,Not Available,Not Available,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Iberia Parish,22045,30.02,-91.71,Non-Shortage Area,,,,,,,,,
2016,Q4,190004,THIBODAUX REGIONAL MEDICAL CENTER,THIBODAUX,Louisiana,70301,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same as the National average,Below the National average,Above the National average,Above the National average,Same as the National average,Same as the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Lafourche Parish,22057,29.79,-90.82,Non-Shortage Area,,,,,,,,,
2016,Q4,190005,UNIVERSITY MEDICAL CENTER NEW ORLEANS,NEW ORLEANS,Louisiana,70112,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Orleans Parish,22071,29.96,-90.08,Non-Shortage Area,,,,,,,,,
2016,Q4,190006,UNIVERSITY HOSPITAL & CLINICS,LAFAYETTE,Louisiana,70506,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Not Available,Same as the National average,Not Available,Above the National average,Same as the National average,Below the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Lafayette Parish,22055,30.2,-92.08,Non-Shortage Area,,,,,,,,,
2016,Q4,190007,NATCHITOCHES REGIONAL MEDICAL CENTER,NATCHITOCHES,Louisiana,71457,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Above the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Natchitoches Parish,22069,31.75,-93.09,Non-Shortage Area,,,,,,,,,
2016,Q4,190008,TERREBONNE GENERAL MEDICAL CENTER,HOUMA,Louisiana,70360,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the National average,Above the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Terrebonne Parish,22109,29.58,-90.81,Non-Shortage Area,,,,,,,,,
2016,Q4,190011,UNIVERSITY HEALTH CONWAY,MONROE,Louisiana,71202,Acute Care Hospitals,Proprietary,Yes,Y,3,Not Available,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Ouachita Parish,22073,32.4,-92.06,Non-Shortage Area,,,,,,,,,
2016,Q4,190013,WEST CALCASIEU CAMERON HOSPITAL,SULPHUR,Louisiana,70663,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same as the National average,Above the National average,Same as the National average,Above the National average,Same as the National average,Above the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Calcasieu Parish,22019,30.22,-93.35,Non-Shortage Area,,,,,,,,,
2016,Q4,190014,TECHE REGIONAL MEDICAL CENTER,MORGAN CITY,Louisiana,70380,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Above the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,St. Mary Parish,22101,29.73,-91.13,Shortage Area,High Needs Geographic HPSA,12.0,16.04,51973.0,21.6,3240:1,Rural,3000:1,1.28
2016,Q4,190015,"NORTH OAKS MEDICAL CENTER, L L C",HAMMOND,Louisiana,70403,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the National average,Below the National average,Same as the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Tangipahoa Parish,22105,30.5,-90.46,Non-Shortage Area,,,,,,,,,
2016,Q4,190017,OPELOUSAS GENERAL HEALTH SYSTEM,OPELOUSAS,Louisiana,70570,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the National average,Below the National average,Above the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,St. Landry Parish,22097,30.52,-92.08,Non-Shortage Area,,,,,,,,,
2016,Q4,190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,ALEXANDRIA,Louisiana,71301,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the National average,Below the National average,Above the National average,Same as the National average,Same as the National average,Below the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,Rapides Parish,22079,31.29,-92.46,Non-Shortage Area,,,,,,,,,
2016,Q4,190020,LANE REGIONAL MEDICAL CENTER,ZACHARY,Louisiana,70791,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Below the National average,Below the National average,Below the National average,Same as the National average,Same as the National average,Same as the National average,Below the National average,,,,,,,,,,,,,,,,,,,,,East Baton Rouge Parish,22033,30.66,-91.15,Non-Shortage Area,,,,,,,,,
2016,Q4,190025,SAVOY MEDICAL CENTER,MAMOU,Louisiana,70554,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the National average,Same as the National average,Same as the National average,Not Available,Same as the National average,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Evangeline Parish,22039,30.63,-92.41,Non-Shortage Area,,,,,,,,,
2016,Q4,190026,RAPIDES REGIONAL MEDICAL CENTER,ALEXANDRIA,Louisiana,71301,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the National average,Same as the National average,Below the National average,Same as the National average,Above the National average,Same as the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Rapides Parish,22079,31.29,-92.46,Non-Shortage Area,,,,,,,,,
2016,Q4,190027,CHRISTUS ST PATRICK HOSPITAL,LAKE CHARLES,Louisiana,70601,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,,,,,,,,,,,,,,,,,,,,,Calcasieu Parish,22019,30.21,-93.2,Non-Shortage Area,,,,,,,,,
2016,Q4,190034,ABBEVILLE GENERAL HOSPITAL,ABBEVILLE,Louisiana,70510,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Same as the National average,Not Available,,,,,,,,,,,,,,,,,,,,,Vermilion Parish,22113,29.97,-92.12,Shortage Area,Geographic HPSA,17.0,11.47,58563.0,17.3,5106:1,Partially Rural,3500:1,5.26
